City,GNIS,Physical Address,Data Source,Building,Building Type,Square Feet,Audited,Audit Notes,Retrofits Done,Retrofit Notes,Fuel Oil,HW District,Electric,Natural Gas,Propane,Biomass,Fuel Oil Post,HW District Post,Electric Post,Natural Gas Post,Propane Post,Biomass Post,implementation cost
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,TRIDENT SEAFOODS CORPORATION,Office,21967,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,TRIDENT SEAFOODS CORPORATION,Office,22632,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CAPE FOX CORPORATION,Office,34800,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,ARIS,Ketchikan Court/Office --8 --MO00000893*Southeast Region,Office,36218,No,,,,17204.77628,,376059.8845,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,DOCK STREET BUILDING CORPORATION,Office,82937,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BONNA INCORPORATED C/O TECK COMINCO,Office,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,VOELZ DANIEL J,Other,288,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KAMM STEVE & LESLEY,Other,312,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WILHELM CHRISTOPHER J & TIA A,Other,336,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CLOVER PASS INVESTMENTS LLC,Other,384,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KNUDSON COVE MARINA LLC,Other,400,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,NEUMANN & PINKEPANK & AEGERTER,Other,420,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CHURCH JAMES F & NICOLE,Other,475,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,VOELZ DANIEL J,Other,480,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LAKE GARY M & LEILANI J,Other,529,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BK BUILDING LLC,Other,600,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SNOW WYNELLE,Other,600,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SE ALASKA PROPERTIES,Other,624,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,NEUMANN & PINKEPANK & AEGERTER,Other,660,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN DOCK COMPANY LLC,Other,728,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,EDWARDS MARK & MIRIAM,Other,861,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LAKE GARY M & LEILANI J,Other,901,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LAKE GARY M & LEILANI J,Other,901,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,RHODES FREDRICK V,Other,901,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SIMPSON OLGA K,Other,901,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ADAMS RICHARD C & VIRGINIA,Other,917,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,GOULD JEDD,Other,917,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIELARRY G,Other,917,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,THOMAS KIRK M & PAMELA K TRUSTEES,Other,917,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ADAMS RICHARD C & VIRGINIA,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BROWN DAVID K & RENEE M,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BROWN DAVID K & RENEE M,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CARSON CRAIG & CINDY &,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,JPJ LLC,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KEENE H CLAY & MARY C,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIE LARRY G,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIE LARRY G,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIE LARRY G,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIE LARRY G,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,P & P DEVELOPMENT LLC,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,THOMAS KIRK M & PAMELA K TRUSTEES,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WALKER INVESTMENTS LLC,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WOODWRIGHT CONSTRUCTION,Other,933,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BERTO ROBERT & DEBRA,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BRAY JAMES R & LAUREL J,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CURRALL GEOFFREY G & KEENE H CLAY,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,FORD ROBERT E,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,FOX RUSSELL E & DORIS C,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KIRBY KIM,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIE LARRY G,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCQUARRIE LARRY G,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MICHALSEN DANIEL E & MICHALSEN ERIK,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,RHODES FRED,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SOUTHEAST SEA KAYAKS LLC,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,STRUNK LESTER R & SHARON B,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,STRUNK RON,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,TYLER RENTAL INC,Other,934,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,H & A DEVELOPMENT LLC,Other,946,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,GILSON JOHNY V & LINDA,Other,1060,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,1087,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BK BUILDING LLC,Other,1200,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KNUDSON COVE MARINA LLC,Other,1228,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MOSSBURG EARL,Other,1260,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SOUTHEAST EXPOSURE SEA KAYAK COMPAN,Other,1260,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BOYER TOWING INC,Other,1296,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MOORE PATRICK R & BROWN TEDI,Other,1312,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CAPE FOX COPORATION,Other,1425,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BERG JUDY HENLEY,Other,1548,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,JACKSON JOHN H & JACKSON MAUREEN G,Other,1554,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SINGELL LLC,Other,1588,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,U S FOREST SERVICE,Other,1600,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CHRISTOPHER JOHN & MARION,Other,1626,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BURTON & GOODMAN LLC,Other,1644,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HAMLIN EDWARD D & ROSANNA M,Other,1704,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WEIBER THELMA LYNN & TOSTENRUDE DAV,Other,1726,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HOLSTON ROB,Other,1750,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,NORTHWEST DISCOVERY JOINT VENTURE,Other,1800,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,POOL JOHN CHARLES,Other,1824,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,RICE ROBERT K & RICE JOHN M & MAURE,Other,1860,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SOUTH EAST CAR CRUSHERS INC,Other,1920,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BK BUILDING LLC,Other,2000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BK BUILDING LLC,Other,2000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CEDAR POINT DEVELOPMENT INC,Other,2000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MATTLE PAUL & KAREN JNT REVOC TRUST,Other,2000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SNYDER JEANNE M,Other,2000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ENRIGHT MILES D & TRACY A,Other,2032,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WELK HEIDI & WEDEKIND JEFFREY &,Other,2108,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,2136,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WALTERS ROGER A & SHIRLEY A,Other,2152,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ELLIOT ENTERPRISES LLC,Other,2200,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ALASKA TRAVEL ADVENTURES INC,Other,2400,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ENRIGHT TWO LLC,Other,2458,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,FOUR SEAS INVESTORS LLC,Other,2520,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CLOVER PASS INVESTMENTS LLC,Other,2556,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SALMON FALLS INC,Other,2576,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CEDAR POINT DEVELOPMENT INC,Other,2800,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,FOUR SEAS INVESTORS LLC,Other,2800,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,PYLES TERRY ALAN & CHERYL ANN,Other,2800,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CHAIKIN RAPHAEL LIVING TRUST,Other,2801,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HENDERSON DARREN,Other,2856,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,VALENTINE DAVID B & REBECCA E,Other,2860,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MOORE GRETCHEN,Other,2880,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KACENAS WILLIAM B & SHARON R,Other,3000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,1601 TONGASS LLC,Other,3024,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LIGHTHOUSE CHEVRON INC,Other,3116,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,JOHNSON REVOCABLE TRUST,Other,3200,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SOUTHEAST EXPOSURE SEA KAYAK COMPAN,Other,3360,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,RAINBIRD COMMUNITY BROADCASTING COR,Other,3500,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ELLIOT ENTERPRISES LLC,Other,3648,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SMART CONSTRUCTION & EQUIPMENT RENT,Other,3904,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MOORE PATRICK R & BROWN TEDI M,Other,3977,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CITY OF KETCHIKAN,Other,4000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,4000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MOORE PATRICK R & BROWN TEDI,Other,4000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,NAHA BAY LAND COMPANY LLC,Other,4171,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ENRIGHT ARNE P & BENNETT JILL L TRU,Other,4182,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,EICHNER & EICHNER LLC,Other,4200,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,GGATS LLC,Other,4400,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SHRUM STEELE K,Other,4400,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,VISION PARTNERS PROPERTY MANAGEMENT,Other,4428,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,JOHNSON REVOCABLE TRUST,Other,4600,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,PALMER RON,Other,4712,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ELLIOT ENTERPRISES LLC,Other,5070,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,ARIS,Maintenance Shop --MO00000526*Southeast Region,Other,5300,No,,,,4129.128467,,42991.38692,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LAST FRONTIER LLC,Other,5375,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BROWN TEDI & MOORE PATRICK R,Other,5438,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,OLIVER MARVIN,Other,5571,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,TONGASS FEDERAL CREDIT UNION,Other,5596,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MCCLENNAN CLINT & CHRISSIE,Other,5786,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,POOL JOHN CHARLES,Other,5959,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,DIESEL DOC INC,Other,6000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,REID BUILDING PARTNERSHIP LLC,Other,6228,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,ARIS,Ferry Terminal --2549000536*AMHS,Other,6800,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WARD CREEK WAREHOUSING,Other,6872,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CAPE FOX HERITAGE FOUNDATION INC,Other,6990,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,EVERGREEN TIMBER LIMITED PARTNERSHI,Other,7000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SELEY PROPERTIES LTD,Other,7000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SELEY PROPERTIES LTD,Other,7200,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SALMON FALLS INC,Other,7355,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CEDAR POINT DEVELOPMENT INC,Other,8392,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,WUTZKE RICHARD R & DEEDRA M,Other,8796,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,MISTY FJORDS LLC,Other,8879,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN INDIAN CORPORATION,Other,8974,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CP INC,Other,10050,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,ARIS,Maintenance ShopKetchikan Gateway Borough,Other,11140,No,,,,1984.656934,,32760.29484,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KASE LLC,Other,11260,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HACK 3,Other,11670,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SELEY LOG & LUMBER LTD - SUBLESSEE,Other,11704,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BOYER TOWING INC,Other,12000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LEASK EDWARD C,Other,12650,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BRUSICH CREDIT TRUST &,Other,13200,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CEDAR POINT DEVELOPMENT INC,Other,18665,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BOLES GARY & VONA,Other,20000,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN BEAR FALLS PROPERTY LLC,Other,21551,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,SLMP LLC,Other,28158,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN INDIAN CORPORATION,Other,29060,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,BOYER TOWING INC,Other,35585,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,FAMILY VILLAGE LLC,Other,40759,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ECPS INC,Other,102444,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,THE PLAZA LLC,Other,130343,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ALASKA RAINFOREST SANCTUARY LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ALASKA RAINFOREST SANCTUARY LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ALCAN FOREST PRODUCTS,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,AMRAPUR LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ARS INVESTMENT LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CEDAR POINT DEVELOPMENT INC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CHRISTOPHER JOHN & MARION,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CLEANING SVS DBA HUMMINGBIRD SVS,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CLOVER PASS INVESTMENTS LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,CP INC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,DOCKSIDE BUILDING LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,DURETTE ROBERT R SR & JACQUELINE M,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ENTWIT  EDWARD J & SHIRLEY A& JOHN,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ENTWIT  EDWARD J & SHIRLEY A& JOHN,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,FLORA JOHN T,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,GCI CABLE INC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,GOSNELL L C & SONS INC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HACK 3,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HAMLIN EDWARD D & ROSANNA M - LESSE,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HANSEN BAY COMPANY LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HANSEN NEAL K & IDONNA,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HARDCASTLE RICHARD F,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,HARRISON GREG,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,ISLEY B S &RICHARDS S A LE &WEBBY R,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KARLSON JOHN D,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KARLSON JOHN D,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KARLSON JOHN D,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KENNEDY PATRICIA L & WIXOM DAN H CO,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN ENTERTAINMENT CENTER LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN ENTERTAINMENT CENTER LLC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN GATEWAY BOROUGH,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN READY MIX & QUARRY INC,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KETCHIKAN ROD & GUN CLUB,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KNUDSON COVE LODGING LLC - LESSEE,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,KNUDSON COVE MARINA LLC - LESSEE,Other,,No,,,,,,,,,,,,,,,,
Ketchikan,1423039,FALSE,Ketchikan Property Assessor,LEWIS HARLEY E JR,Other,,No,,,,,,,,,,,,,,,,
